CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
2480-JZOSN,Female,Single,Electronic check,Study loan debt,"€ 77,000.00","€ 9,000.00",17,9.8%,€ 569.17,"€ 9,675.84",0,No,Employed,No,Dutch,No,1
0078-XZMHT,Male,Single,Electronic check,Study loan debt,"€ 80,000.00","€ 24,000.00",46,9.9%,€ 629.11,"€ 28,939.04",0,No,Self-Employed,No,Dutch,No,1
5896-NPFWW,Male,Registered partnership,Mailed check,Renovation,"€ 61,000.00","€ 17,420.00",69,8.3%,€ 318.34,"€ 21,965.29",0,Yes,Self-Employed,No,Dutch,No,0
9978-HYCIN,Male,Single,Mailed check,Study loan debt,"€ 71,000.00","€ 18,000.00",108,9.6%,€ 249.53,"€ 26,949.67",0,No,Self-Employed,No,Dutch,No,0
8338-QIUNR,Male,Single,Electronic check,Other,"€ 33,000.00","€ 14,410.00",38,9.8%,€ 442.62,"€ 16,819.71",0,Yes,Self-Employed,No,Dutch,No,0
1525-LNLOJ,Male,Widowed,Credit card,,"€ 79,000.00","€ 46,000.00",112,9.5%,€ 620.88,"€ 69,538.68",0,No,Employed,No,Dutch,No,1
9450-TRJUU,Male,Divorced,Electronic check,Study loan debt,"€ 64,000.00","€ 20,390.00",104,9.9%,€ 292.81,"€ 30,452.14",0,No,Self-Employed,No,Pakistani,No,0
1766-GKNMI,Male,Registered partnership,Bank transfer,,"€ 74,000.00","€ 31,000.00",103,9.5%,€ 441.30,"€ 45,453.89",0,No,Self-Employed,No,Dutch,No,0
6942-LBFDP,Female,Divorced,Bank transfer,Renovation,"€ 36,000.00","€ 20,200.00",73,9.7%,€ 367.42,"€ 26,821.82",0,Yes,Self-Employed,No,Dutch,No,0
1456-TWCGB,Male,Divorced,Bank transfer,Outstanding loan,"€ 85,000.00","€ 46,000.00",39,9.5%,"€ 1,375.55","€ 53,646.50",0,No,Employed,No,Dutch,No,0
7133-VBDCG,Female,Single,Bank transfer,Study,"€ 32,000.00","€ 25,940.00",118,9.2%,€ 334.85,"€ 39,511.84",1,No,Employed,Yes,Estonian,No,0
7596-ZYWBB,Female,Married,Bank transfer,Study,"€ 40,000.00","€ 15,450.00",96,9.4%,€ 229.56,"€ 22,038.19",0,No,Self-Employed,No,Dutch,No,1
8329-UTMVM,Male,Single,Bank transfer,Study loan debt,"€ 84,000.00","€ 30,000.00",54,8.4%,€ 669.07,"€ 36,130.00",0,No,Self-Employed,No,Dutch,No,0
3014-WJKSM,Male,Married,Bank transfer,Car,"€ 25,000.00","€ 27,820.00",99,9.6%,€ 407.89,"€ 40,381.47",0,Yes,Employed,No,Dutch,No,0
3347-YJZZE,Male,Divorced,Electronic check,Study loan debt,"€ 30,000.00","€ 24,780.00",111,9.2%,€ 332.35,"€ 36,890.99",0,No,Self-Employed,No,Dutch,No,0
1029-QFBEN,Male,Divorced,Credit card,Study,"€ 70,000.00","€ 45,000.00",74,9.8%,€ 812.66,"€ 60,136.84",0,No,Self-Employed,No,Dutch,No,0
7929-DMBCV,Female,Single,Mailed check,Study loan debt,"€ 48,000.00","€ 15,980.00",79,9.2%,€ 270.43,"€ 21,364.16",1,No,Self-Employed,Yes,Dutch,No,0
9661-JALZV,Female,Married,Bank transfer,Outstanding loan,"€ 53,000.00","€ 29,310.00",108,9.3%,€ 401.62,"€ 43,374.78",0,No,Employed,No,Dutch,No,0
5433-KYGHE,Female,Single,Mailed check,Outstanding loan,"€ 47,000.00","€ 20,310.00",19,8.6%,"€ 1,147.20","€ 21,796.72",2,No,Self-Employed,Yes,Dutch,No,0
4312-KFRXN,Male,Registered partnership,Electronic check,Study loan debt,"€ 80,000.00","€ 27,000.00",117,9.3%,€ 351.83,"€ 41,163.84",0,No,Freelancer,No,Dutch,Yes,1
5575-TPIZQ,Male,Divorced,Bank transfer,Car,"€ 44,000.00","€ 16,530.00",56,9.7%,€ 368.18,"€ 20,618.19",0,Yes,Self-Employed,No,DUTCH,No,0
0114-IGABW,Female,Divorced,Electronic check,Study loan debt,"€ 82,000.00","€ 8,000.00",30,8.9%,€ 298.42,"€ 8,952.49",2,No,Employed,Yes,Dutch,No,0
9944-AEXBM,Male,Divorced,Bank transfer,Renovation,"€ 43,000.00","€ 20,430.00",87,9.9%,€ 330.02,"€ 28,712.10",0,Yes,Employed,No,Dutch,No,0
1853-ARAAQ,Female,Married,Electronic check,Study loan debt,"€ 85,000.00","€ 25,000.00",20,9.6%,"€ 1,357.65","€ 27,152.97",0,No,Employed,No,Dutch,No,0
6952-OMNWB,Male,Divorced,Electronic check,Renovation,"€ 24,000.00","€ 18,670.00",91,9.9%,€ 292.53,"€ 26,620.44",0,Yes,Self-Employed,No,Dutch,No,0
4697-LUPSU,Male,Divorced,Electronic check,Outstanding loan,"€ 80,000.00","€ 48,000.00",88,9.7%,€ 764.37,"€ 67,264.92",2,No,Employed,Yes,Dutch,No,0
8434-VGEQQ,Male,Single,Electronic check,Outstanding loan,"€ 87,000.00","€ 6,000.00",70,8.4%,€ 108.72,"€ 7,610.13",0,No,Employed,No,Dutch,No,0
4952-YSOGZ,Female,Divorced,Bank transfer,Study loan debt,"€ 42,000.00","€ 13,580.00",25,8.9%,€ 597.12,"€ 14,928.02",0,No,Self-Employed,No,Dutch,No,0
1589-AGTLK,Male,Married,Bank transfer,Outstanding loan,"€ 63,000.00","€ 29,220.00",25,8.9%,"€ 1,284.82","€ 32,120.52",0,No,Employed,No,Dutch,No,0
5244-IRFIH,Male,Single,Mailed check,Study loan debt,"€ 88,000.00","€ 30,000.00",94,9.9%,€ 459.99,"€ 43,238.74",2,No,Employed,Yes,Indonesian,No,0
6549-YMFAW,Male,Registered partnership,Credit card,Study,"€ 83,000.00","€ 12,000.00",104,9.2%,€ 167.85,"€ 17,456.70",1,No,Employed,Yes,Dutch,No,0
4950-HKQTE,Female,Married,Electronic check,Study loan debt,"€ 78,000.00","€ 48,000.00",51,9.9%,"€ 1,156.84","€ 58,998.89",2,No,Self-Employed,Yes,Dutch,No,0
6786-OBWQR,Female,Single,Electronic check,Outstanding loan,"€ 76,000.00","€ 29,000.00",101,9.2%,€ 413.55,"€ 41,768.23",0,No,Freelancer,No,Dutch,No,1
2684-EIWEO,Female,Single,Electronic check,Study,"€ 84,000.00","€ 32,000.00",85,9.3%,€ 515.39,"€ 43,808.39",0,No,Self-Employed,No,Dutch,No,0
2753-JMMCV,Male,Registered partnership,Bank transfer,Car,"€ 26,000.00","€ 24,730.00",38,8.2%,€ 741.14,"€ 28,163.51",0,Yes,Self-Employed,No,Dutch,No,0
6439-GTPCA,Female,Single,Bank transfer,Study loan debt,"€ 74,000.00","€ 45,000.00",78,9.4%,€ 773.20,"€ 60,309.49",0,No,Self-Employed,No,Dutch,No,1
6621-YOBKI,Male,Divorced,Mailed check,Study loan debt,"€ 25,000.00","€ 5,210.00",54,8.4%,€ 116.20,"€ 6,274.58",2,No,Self-Employed,Yes,Dutch,No,0
1216-JWVUX,Male,Married,Bank transfer,Study,"€ 70,000.00","€ 36,000.00",70,9.8%,€ 677.26,"€ 47,407.99",0,No,Employed,No,Dutch,No,0
7564-GHCVB,Female,Divorced,Electronic check,Study loan debt,"€ 77,000.00","€ 48,000.00",101,9.9%,€ 702.28,"€ 70,930.33",0,No,Employed,No,Dutch,Yes,1
1173-NOEYG,Female,Registered partnership,Electronic check,Study loan debt,"€ 25,000.00","€ 21,260.00",97,9.3%,€ 312.59,"€ 30,321.54",0,No,Freelancer,No,Dutch,No,0
7595-EHCDL,Male,Registered partnership,Electronic check,Outstanding loan,"€ 84,000.00","€ 43,000.00",66,9.7%,€ 843.26,"€ 55,654.86",0,No,Self-Employed,No,Dutch,No,0
6647-ZEDXT,Female,Registered partnership,Bank transfer,Study,"€ 31,000.00","€ 21,250.00",33,9.6%,€ 735.23,"€ 24,262.67",0,No,Freelancer,No,Dutch,No,0
2521-NPUZR,Male,Registered partnership,Bank transfer,Study loan debt,"€ 48,000.00","€ 24,630.00",58,8.8%,€ 522.88,"€ 30,327.04",0,No,Employed,No,Dutch,No,0
1307-TVUFB,Male,Divorced,Bank transfer,Car,"€ 85,000.00","€ 34,000.00",87,9.7%,€ 545.71,"€ 47,476.82",0,Yes,Self-Employed,No,Dutch,No,0
7503-MIOGA,Female,Married,Bank transfer,Outstanding loan,"€ 41,000.00","€ 24,210.00",42,9.3%,€ 677.53,"€ 28,456.43",0,,Employed,No,Dutch,No,0
4381-MHQDC,Female,Married,Electronic check,Other,"€ 26,000.00","€ 19,530.00",89,9.7%,€ 308.60,"€ 27,465.78",0,Yes,Self-Employed,No,Dutch,No,0
6923-JHPMP,Female,Registered partnership,Credit card,Outstanding loan,"€ 68,000.00","€ 23,000.00",80,9.9%,€ 393.88,"€ 31,510.29",1,No,Employed,Yes,Dutch,No,0
5138-WVKYJ,Male,Single,Bank transfer,Car,"€ 68,000.00","€ 20,250.00",108,9.2%,€ 276.40,"€ 29,850.68",0,Yes,Self-Employed,No,Dutch,No,0
4018-PPNDW,Female,Single,Bank transfer,Study loan debt,"€ 48,000.00","€ 29,190.00",118,9.3%,€ 378.38,"€ 44,649.09",0,No,Freelancer,No,Dutch,No,0
1635-FJFCC,Female,Registered partnership,Bank transfer,Study loan debt,"€ 85,000.00","€ 26,000.00",85,9.3%,€ 418.76,"€ 35,594.32",0,No,Employed,No,Dutch,No,0
2499-AJYUA,Female,Registered partnership,Credit card,Other,"€ 43,000.00","€ 10,160.00",77,9.7%,€ 177.76,"€ 13,687.49",0,Yes,Employed,No,Dutch,No,0
6919-ELBGL,Male,Registered partnership,Bank transfer,Outstanding loan,"€ 68,000.00","€ 8,900.00",87,9.8%,€ 143.31,"€ 12,467.82",0,No,Self-Employed,No,DUTCH,No,0
3966-HRMZA,Female,Single,Bank transfer,Study loan debt,"€ 28,000.00","€ 7,650.00",51,9.1%,€ 181.43,"€ 9,253.05",0,No,Employed,No,Dutch,No,0
6425-JWTDV,Male,Married,Mailed check,Renovation,"€ 66,000.00","€ 16,130.00",71,8.3%,€ 288.28,"€ 20,468.07",0,Yes,Employed,No,Dutch,No,0
8405-IGQFX,Female,Registered partnership,Bank transfer,Outstanding loan,"€ 49,000.00","€ 8,620.00",41,8.7%,€ 243.79,"€ 9,995.51",0,No,Self-Employed,No,Russian,No,0
8224-IVVPA,Female,Registered partnership,Electronic check,Study loan debt,"€ 84,000.00","€ 34,000.00",119,9.6%,€ 444.03,"€ 52,839.94",2,No,Self-Employed,Yes,Dutch,No,0
9477-LGWQI,Male,Single,Electronic check,Study,"€ 80,000.00","€ 7,000.00",53,8.6%,€ 159.21,"€ 8,438.13",0,No,Employed,No,Dutch,No,0
1410-RSCMR,Male,Divorced,Mailed check,Renovation,"€ 58,000.00","€ 29,800.00",56,9.1%,€ 655.09,"€ 366,852.17",1,Yes,Freelancer,Yes,Dutch,No,0
3115-CZMZD,Male,Registered partnership,Electronic check,Study loan debt,"€ 45,000.00","€ 29,110.00",34,8.9%,€ 971.81,"€ 33,041.63",2,No,Employed,Yes,Dutch,No,0
0139-IVFJG,Female,Single,Bank transfer,,"€ 38,000.00","€ 19,600.00",85,9.8%,€ 320.71,"€ 27,260.44",0,Yes,Employed,No,Dutch,No,0
6683-VLCTZ,Male,Married,Electronic check,Other,"€ 87,000.00","€ 11,000.00",71,9.8%,€ 204.78,"€ 14,539.18",0,Yes,Self-Employed,No,Dutch,No,0
5730-DBDSI,Male,Divorced,Mailed check,,"€ 68,000.00","€ 20,040.00",103,9.5%,€ 285.28,"€ 29,383.74",0,No,Self-Employed,No,Dutch,No,0
0030-FNXPP,Female,Registered partnership,Bank transfer,Study,"€ 86,000.00","€ 17,000.00",106,9.6%,€ 238.48,"€ 25,278.72",0,No,Self-Employed,No,Dutch,No,0
2189-WWOEW,Female,Single,Electronic check,Study loan debt,"€ 62,000.00","€ 29,200.00",65,9.0%,€ 569.24,"€ 37,000.75",0,No,Employed,No,Dutch,No,0
5684-FJVYR,Female,Divorced,Electronic check,Study loan debt,"€ 86,000.00","€ 31,000.00",80,9.5%,€ 524.56,"€ 41,964.56",1,No,Employed,Yes,Dutch,No,0
4013-GUXND,Male,Divorced,Bank transfer,Study,"€ 83,000.00","€ 6,000.00",62,9.0%,€ 121.37,"€ 7,524.80",0,No,Employed,No,Dutch,Yes,1
1894-IGFSG,Female,Registered partnership,Electronic check,Car,"€ 48,000.00","€ 15,080.00",64,9.2%,€ 299.02,"€ 19,137.56",0,Yes,Freelancer,No,Dutch,No,0
7379-POKDZ,Male,,Electronic check,Other,"€ 65,000.00","€ 24,810.00",71,9.4%,€ 456.90,"€ 32,440.09",0,Yes,Self-Employed,No,Dutch,No,0
1266-NZYUI,Female,Registered partnership,Mailed check,Renovation,"€ 37,000.00","€ 15,300.00",16,8.2%,"€ 1,012.74","€ 16,203.80",0,Yes,Self-Employed,No,Dutch,No,0
7969-FFOWG,Male,Single,Credit card,Renovation,"€ 24,000.00","€ 12,360.00",85,9.2%,€ 198.44,"€ 16,867.33",0,Yes,Employed,No,Dutch,No,0
4718-DHSMV,Female,Single,Bank transfer,Study,"€ 77,000.00","€ 22,000.00",70,8.2%,€ 396.47,"€ 27,753.22",0,No,Self-Employed,No,Dutch,No,0
5175-WLYXL,Male,Married,Credit card,Study,"€ 50,000.00","€ 6,240.00",60,8.4%,€ 127.72,"€ 7,663.36",1,No,Freelancer,Yes,Dutch,No,0
7817-OMJNA,Male,Married,Mailed check,Study loan debt,"€ 30,000.00","€ 6,360.00",68,9.8%,€ 122.26,"€ 8,313.86",1,No,Freelancer,Yes,Dutch,No,0
8728-SKJLR,Male,Registered partnership,Bank transfer,Study,"€ 86,000.00","€ 49,000.00",67,9.9%,€ 954.93,"€ 63,980.47",0,No,Employed,No,Dutch,No,0
3137-NYQQI,Male,Single,Bank transfer,Car,"€ 75,000.00","€ 40,000.00",99,9.4%,€ 582.26,"€ 57,643.74",0,Yes,Freelancer,No,Dutch,No,0
7706-DZNKK,Male,Single,Bank transfer,Study loan debt,"€ 74,000.00","€ 19,000.00",29,8.4%,€ 726.20,"€ 21,059.90",3,No,Employed,Yes,Dutch,No,0
0236-HFWSV,Male,Single,Electronic check,Other,"€ 40,000.00","€ 5,760.00",51,8.4%,€ 134.69,"€ 6,869.13",0,Yes,Employed,No,Dutch,No,0
3900-AQPHZ,Female,Single,Bank transfer,Study,"€ 54,000.00","€ 13,680.00",66,8.3%,€ 258.87,"€ 17,085.65",1,No,Employed,Yes,Dutch,No,0
5842-POCOP,Female,Married,Credit card,Study loan debt,"€ 83,000.00","€ 8,000.00",56,9.5%,€ 177.41,"€ 9,935.05",0,No,Freelancer,No,Dutch,No,0
2037-XJFUP,Male,Single,Electronic check,Study loan debt,"€ 76,000.00","€ 43,000.00",90,9.2%,€ 663.18,"€ 59,685.91",0,No,Employed,No,Dutch,No,0
8823-RLPWL,Female,Single,Bank transfer,Study loan debt,"€ 40,000.00","€ 27,840.00",66,9.7%,€ 545.96,"€ 36,033.28",0,No,Employed,No,Dutch,No,0
9505-SQFSW,Female,Married,Electronic check,,"€ 67,000.00","€ 8,180.00",53,8.2%,€ 184.49,"€ 9,778.09",0,No,Employed,No,Dutch,No,0
7314-OXENN,Male,Married,Bank transfer,Study,"€ 85,000.00","€ 7,000.00",96,9.3%,€ 103.64,"€ 9,949.83",3,No,Self-Employed,Yes,Dutch,No,0
3758-CKOQL,Female,Divorced,Bank transfer,Outstanding loan,"€ 66,000.00","€ 14,820.00",118,9.2%,€ 191.30,"€ 22,573.84",0,No,Employed,No,Dutch,No,0
0322-CHQRU,Male,Single,Bank transfer,Renovation,"€ 84,000.00","€ 47,000.00",26,8.2%,"€ 1,979.18","€ 51,458.71",0,Yes,Employed,No,Dutch,No,0
5676-CFLYY,Male,Single,Electronic check,Study,"€ 43,000.00","€ 21,630.00",17,8.5%,"€ 1,354.99","€ 230,348.61",0,No,Employed,No,Dutch,No,0
7521-AFHAB,Female,Registered partnership,Bank transfer,Study loan debt,"€ 44,000.00","€ 24,340.00",50,9.3%,€ 589.05,"€ 29,452.71",0,No,Employed,No,Austrian,No,0
0285-INHLN,Male,Divorced,Bank transfer,Outstanding loan,"€ 49,000.00","€ 18,870.00",70,9.1%,€ 348.42,"€ 24,389.26",0,No,Employed,No,Dutch,No,0
4678-DVQEO,Female,Married,Mailed check,Study loan debt,"€ 71,000.00","€ 49,000.00",26,9.9%,"€ 2,101.69","€ 54,644.06",2,No,Freelancer,Yes,Dutch,No,0
5125-CNDSP,Male,Registered partnership,Credit card,Outstanding loan,"€ 64,000.00","€ 12,940.00",95,9.7%,€ 195.66,"€ 18,587.89",0,No,Freelancer,No,Dutch,No,0
0691-IFBQW,Female,Registered partnership,Bank transfer,Other,"€ 74,000.00","€ 38,000.00",88,9.9%,€ 609.07,"€ 53,598.46",2,Yes,Employed,Yes,Dutch,No,0
4992-LTJNE,Male,Registered partnership,Mailed check,Study loan debt,"€ 82,000.00","€ 13,000.00",34,8.5%,€ 431.59,"€ 14,673.96",0,No,Employed,No,Dutch,No,0
2202-OUTMO,Female,Married,Credit card,Study loan debt,"€ 30,000.00","€ 7,670.00",63,9.4%,€ 154.71,"€ 9,747.01",0,No,Freelancer,No,Dutch,No,0
0810-BDHAW,Female,Married,Bank transfer,Study,"€ 41,000.00","€ 9,880.00",72,9.9%,€ 182.54,"€ 13,142.70",0,No,Self-Employed,No,Dutch,No,0
0229-LFJAF,Male,Divorced,Bank transfer,Study loan debt,"€ 80,000.00","€ 5,000.00",20,9.2%,€ 270.61,"€ 5,412.23",0,No,Freelancer,No,Dutch,No,1
7131-ZQZNK,Female,Single,Bank transfer,Study,"€ 53,000.00","€ 13,770.00",82,9.6%,€ 229.63,"€ 18,829.95",0,No,Employed,No,Dutch,No,0
3442-ZHHCC,Male,Single,Electronic check,Other,"€ 64,000.00","€ 11,200.00",14,8.7%,€ 844.18,"€ 11,818.53",0,Yes,Employed,No,Dutch,No,0
5726-CVNYA,Female,Divorced,Mailed check,Study,"€ 54,000.00","€ 24,620.00",102,9.4%,€ 351.40,"€ 35,843.11",1,No,Employed,Yes,Dutch,No,1
9871-ELEYA,Female,Married,Bank transfer,Study loan debt,"€ 71,000.00","€ 32,000.00",69,9.3%,€ 600.52,"€ 41,435.89",0,No,Employed,No,Dutch,No,0
4257-GAESD,Female,Widowed,Bank transfer,Study loan debt,"€ 57,000.00","€ 8,140.00",51,8.3%,€ 189.96,"€ 9,687.75",2,No,Self-Employed,Yes,Dutch,No,0
5173-WXOQV,Male,Divorced,Bank transfer,Renovation,"€ 41,000.00","€ 18,540.00",117,9.9%,€ 247.66,"€ 28,976.22",0,Yes,Employed,No,Indian,No,0
2040-OBMLJ,Male,Divorced,Electronic check,Study loan debt,"€ 79,000.00","€ 41,000.00",49,9.0%,"€ 1,002.98","€ 49,146.01",0,No,Employed,No,Dutch,No,1
6286-ZHAOK,Female,Married,Bank transfer,Study loan debt,"€ 85,000.00","€ 37,000.00",12,8.9%,"€ 3,233.99","€ 38,807.87",0,No,Self-Employed,No,Dutch,Yes,0
3807-XHCJH,Female,Married,Credit card,Car,"€ 69,000.00","€ 8,070.00",66,8.3%,€ 152.71,"€ 10,079.04",0,Yes,Employed,No,British,No,0
3009-JWMPU,Male,Single,Bank transfer,Study,"€ 49,000.00","€ 26,640.00",23,9.5%,"€ 1,271.48","€ 29,243.93",0,No,Self-Employed,No,Dutch,No,0
5671-RQRLP,Female,Married,Electronic check,Car,"€ 27,000.00","€ 13,110.00",65,8.7%,€ 253.65,"€ 16,487.37",0,Yes,Employed,No,Dutch,No,0
1450-GALXR,Female,Single,Bank transfer,Renovation,"€ 87,000.00","€ 12,000.00",94,9.9%,€ 183.99,"€ 17,295.49",0,Yes,Freelancer,No,Dutch,No,0
8859-AXJZP,Male,Single,Credit card,Study loan debt,"€ 49,000.00","€ 9,890.00",54,8.9%,€ 222.93,"€ 12,038.46",0,No,Employed,No,Dutch,No,0
3174-AKMAS,Female,Married,Bank transfer,Study loan debt,"€ 76,000.00","€ 47,000.00",118,9.2%,€ 606.70,"€ 71,590.46",0,No,Employed,No,Dutch,No,0
3138-BKYAV,Male,Registered partnership,Bank transfer,Study,"€ 59,000.00","€ 8,400.00",12,9.9%,€ 738.10,"€ 8,857.23",0,No,Employed,No,Dutch,No,0
9926-PJHDQ,Female,Registered partnership,Electronic check,Study loan debt,"€ 50,000.00","€ 5,180.00",111,9.6%,€ 70.59,"€ 7,835.31",1,No,Employed,Yes,Dutch,No,0
7382-DFJTU,Male,Registered partnership,Bank transfer,Study,"€ 25,000.00","€ 22,480.00",46,9.8%,€ 588.19,"€ 27,056.85",0,No,Employed,No,Dutch,Yes,1
2798-NYLMZ,Male,Single,Bank transfer,Outstanding loan,"€ 61,000.00","€ 6,500.00",48,8.7%,€ 160.83,"€ 7,719.76",0,No,Freelancer,No,Dutch,No,0
4289-DTDKW,Male,Married,Electronic check,,"€ 57,000.00","€ 28,490.00",73,9.7%,€ 518.21,"€ 37,829.39",0,No,Employed,No,Dutch,No,0
1820-TQVEV,Male,Married,Electronic check,Study,"€ 49,000.00","€ 12,920.00",43,9.0%,€ 352.63,"€ 15,163.11",0,No,Self-Employed,No,Dutch,No,0
2239-JALAW,Male,Divorced,Credit card,Other,"€ 79,000.00","€ 13,000.00",34,8.2%,€ 429.79,"€ 14,612.76",0,Yes,Employed,No,Dutch,No,0
4853-RULSV,Male,Single,Bank transfer,Study loan debt,"€ 59,000.00","€ 22,850.00",30,8.6%,€ 849.19,"€ 25,475.80",0,No,Freelancer,No,Indonesian,No,0
8098-TDCBU,Female,Divorced,Credit card,Study loan debt,"€ 36,000.00","€ 23,910.00",61,9.0%,€ 489.89,"€ 29,883.02",0,No,Employed,No,Dutch,No,0
3551-GAEGL,Male,Divorced,Electronic check,Study loan debt,"€ 79,000.00","€ 46,000.00",111,9.7%,€ 629.33,"€ 69,855.92",0,No,Employed,No,Indian,No,1
4785-NKHCX,Male,Married,Credit card,Other,"€ 29,000.00","€ 18,360.00",63,9.4%,€ 370.35,"€ 23,331.83",0,Yes,Employed,No,Dutch,No,0
3196-NVXLZ,Female,Married,Bank transfer,Outstanding loan,"€ 23,000.00","€ 20,240.00",85,9.6%,€ 329.10,"€ 27,973.39",0,No,Employed,No,Dutch,No,0
6275-YDUVO,Female,Single,Bank transfer,Other,"€ 84,000.00","€ 15,000.00",41,8.8%,€ 424.94,"€ 17,422.35",0,Yes,Self-Employed,No,Dutch,No,0
0036-IHMOT,Female,Divorced,Bank transfer,Outstanding loan,"€ 47,000.00","€ 16,030.00",16,9.4%,"€ 1,069.88","€ 17,118.15",0,No,Employed,No,Dutch,No,0
0115-TFERT,Male,Single,Bank transfer,Car,"€ 30,000.00","€ 11,600.00",37,9.1%,€ 360.73,"€ 13,347.03",0,Yes,Employed,No,Dutch,Yes,1
4178-EGMON,Male,Married,Electronic check,Car,"€ 24,000.00","€ 21,510.00",100,9.2%,€ 308.77,"€ 30,877.36",0,Yes,Employed,No,Dutch,No,0
4220-TINQT,Female,Single,Mailed check,Study loan debt,"€ 47,000.00","€ 29,670.00",13,9.4%,"€ 2,409.41","€ 31,322.29",0,No,Employed,No,Dutch,No,0
5318-YKDPV,Male,Divorced,Bank transfer,Outstanding loan,"€ 63,000.00","€ 15,350.00",19,8.2%,€ 864.23,"€ 16,420.34",0,No,Self-Employed,No,Dutch,No,0
7975-TZMLR,Male,Married,Electronic check,Outstanding loan,"€ 40,000.00","€ 22,160.00",92,9.6%,€ 341.21,"€ 31,390.94",3,No,Employed,Yes,Dutch,No,0
0295-QVKPB,Male,Registered partnership,Credit card,Outstanding loan,"€ 38,000.00","€ 27,540.00",60,9.1%,€ 573.02,"€ 34,381.36",0,No,Employed,No,Dutch,No,0
4335-BSMJS,Female,Single,Electronic check,Other,"€ 86,000.00","€ 24,000.00",82,9.9%,€ 403.92,"€ 33,121.59",0,Yes,Employed,No,Russian,No,0
2311-QYMUQ,Female,Single,Bank transfer,Study,"€ 54,000.00","€ 24,340.00",67,9.0%,€ 463.50,"€ 31,054.72",0,No,Employed,No,Dutch,Yes,1
3643-AHCFP,Male,Single,Electronic check,Car,"€ 28,000.00","€ 14,530.00",36,9.0%,€ 462.05,"€ 16,633.80",0,Yes,Employed,No,Dutch,No,0
9146-JRIOX,Female,Registered partnership,Bank transfer,Renovation,"€ 81,000.00","€ 30,000.00",53,9.1%,€ 689.50,"€ 36,543.60",0,Yes,Employed,No,Dutch,No,0
3104-OWCGK,Male,Registered partnership,Bank transfer,Car,"€ 24,000.00","€ 21,230.00",18,8.6%,"€ 1,261.37","€ 22,704.65",0,Yes,Employed,No,DUTCH,No,0
5337-IIWKZ,Male,Married,Bank transfer,Outstanding loan,"€ 76,000.00","€ 49,000.00",101,9.3%,€ 701.33,"€ 70,834.32",0,No,Self-Employed,No,Dutch,No,0
9101-BWFSS,Female,Married,Bank transfer,Renovation,"€ 67,000.00","€ 23,610.00",20,9.9%,"€ 1,285.42","€ 25,708.40",0,Yes,Freelancer,No,Dutch,No,0
9650-VBUOG,Male,Widowed,Bank transfer,Other,"€ 53,000.00","€ 6,670.00",25,9.8%,€ 296.05,"€ 7,401.15",3,Yes,Employed,Yes,Dutch,No,0
3487-EARAT,Female,Single,Credit card,Other,"€ 47,000.00","€ 11,190.00",96,9.8%,€ 168.62,"€ 16,187.23",0,Yes,Self-Employed,No,Dutch,No,0
2672-TGEFF,Female,Divorced,Bank transfer,Study loan debt,"€ 57,000.00","€ 29,150.00",26,9.8%,"€ 1,248.95","€ 32,472.62",0,No,Self-Employed,No,Dutch,No,1
9231-ZJYAM,Female,Widowed,Electronic check,Study loan debt,"€ 42,000.00","€ 8,820.00",15,8.6%,€ 622.27,"€ 9,334.10",2,No,Employed,Yes,Dutch,No,0
4250-WAROZ,Male,Single,Bank transfer,Study,"€ 28,000.00","€ 16,380.00",27,9.9%,€ 679.23,"€ 18,339.19",1,No,Employed,Yes,Dutch,No,0
8184-WMOFI,Male,Single,Bank transfer,Outstanding loan,"€ 55,000.00","€ 20,370.00",26,9.2%,€ 867.13,"€ 22,545.34",0,No,Employed,No,Russian,No,0
6982-SSHFK,Male,Single,Bank transfer,,"€ 27,000.00","€ 29,860.00",102,9.5%,€ 427.77,"€ 43,633.00",0,No,Freelancer,No,Dutch,No,1
6092-QZVPP,Male,Divorced,Bank transfer,Study loan debt,"€ 89,000.00","€ 41,000.00",85,9.9%,€ 672.99,"€ 57,204.33",0,No,Employed,No,DUTCH,No,1
4625-LAMOB,,Divorced,Bank transfer,Outstanding loan,"€ 36,000.00","€ 21,390.00",78,9.3%,€ 366.45,"€ 28,582.87",0,No,Employed,No,Dutch,No,1
0727-BMPLR,Female,Married,Electronic check,Study,"€ 74,000.00","€ 12,000.00",59,9.7%,€ 256.54,"€ 15,135.62",0,No,Employed,No,Dutch,No,0
0392-BZIUW,Female,Single,Bank transfer,Outstanding loan,"€ 47,000.00","€ 19,850.00",14,9.4%,"€ 1,502.56","€ 21,035.90",0,No,Employed,No,Dutch,No,0
1038-ZAGBI,Female,Single,Bank transfer,Study,"€ 45,000.00","€ 13,720.00",89,9.4%,€ 214.67,"€ 19,105.37",0,No,Self-Employed,No,Dutch,No,0
6549-NNDYT,Female,Widowed,Electronic check,Car,"€ 73,000.00","€ 11,000.00",41,9.3%,€ 314.20,"€ 12,882.24",0,Yes,Self-Employed,No,Dutch,No,0
