,CustomerID,Gender,MaritalStatus,PaymentMethod,SpendingTarget,EstimatedIncome,CreditAmount,TermLoanMonths,YearlyInterestRate,MonthlyCharges,TotalAmountPayments,CurrentLoans,SustainabilityIndicator,EmploymentStatus,ExistingCustomer,Nationality,BKR_Registration,DefaultInd
849,7408-OFWXJ,Female,Married,Electronic check,Study loan debt,89000.00,31000.00,17,9.8%,1960.46,33327.90,0,No,Employed,No,Dutch,No,0
850,6007-TCTST,Female,Married,Credit card,Renovation,81000.00,12000.00,118,9.9%,159.49,18819.78,3,Yes,Freelancer,Yes,Dutch,Yes,0
851,2252-NKNSI,Male,Married,Bank transfer,Study,81000.00,9000.00,27,9.0%,369.47,9975.58,0,No,Employed,No,Taiwanese,No,0
852,8713-IGZSO,Male,Married,Bank transfer,Study loan debt,32000.00,10620.00,99,9.7%,156.27,15470.78,2,No,Self-Employed,Yes,Dutch,No,0
853,7905-TVXTA,Female,Married,Mailed check,Car,74000.00,47000.00,104,9.7%,669.91,69670.55,2,Yes,Self-Employed,Yes,Dutch,No,0
854,7695-PKLCZ,Female,Single,Bank transfer,Renovation,23000.00,18990.00,48,8.2%,465.39,22338.54,0,Yes,Freelancer,No,Dutch,No,0
855,2382-BCKQJ,Female,Divorced,Electronic check,Outstanding loan,25000.00,13040.00,20,8.4%,700.98,14019.60,0,No,Employed,No,Dutch,No,1
856,8374-UULRV,Male,Divorced,Credit card,Study loan debt,24000.00,18310.00,35,9.3%,599.31,20975.85,0,No,Employed,No,Dutch,No,0
857,2207-NHRJK,Male,Registered partnership,Bank transfer,Study loan debt,69000.00,20390.00,72,9.6%,373.64,26902.22,3,No,Self-Employed,Yes,Dutch,No,0
858,3224-DFQNQ,Female,Married,Electronic check,Outstanding loan,86000.00,5000.00,22,9.5%,248.53,5467.77,0,No,Self-Employed,No,Dutch,No,0
859,5275-PMFUT,Male,Widowed,Electronic check,Study loan debt,32000.00,21220.00,101,9.9%,310.47,31357.11,0,No,Employed,No,Dutch,No,1
860,4795-UXVCJ,Male,Divorced,Electronic check,Study,56000.00,24680.00,36,9.9%,795.20,28627.05,0,No,Employed,No,Dutch,No,0
861,9777-IQHWP,Male,Married,Bank transfer,,43000.00,26270.00,75,9.3%,463.19,34739.06,0,No,Self-Employed,No,Dutch,No,0
862,0947-MUGVO,Male,,Credit card,Other,71000.00,25000.00,13,9.9%,2035.96,26467.47,0,Yes,Self-Employed,No,Taiwanese,No,0
863,9944-HKVVB,Female,Single,Bank transfer,Study loan debt,65000.00,15100.00,105,9.3%,210.70,22123.34,0,No,Employed,No,Dutch,No,1
864,4124-MMETB,Male,Single,Electronic check,Outstanding loan,39000.00,5840.00,26,9.3%,248.87,6470.65,0,No,Employed,No,Dutch,No,0
865,3671-SHRSP,Male,Married,Electronic check,Study loan debt,26000.00,17560.00,117,9.8%,233.61,27331.81,0,No,Self-Employed,No,Dutch,Yes,0
866,0979-MOZQI,Male,Registered partnership,Mailed check,Other,31000.00,17210.00,75,9.8%,307.78,23083.30,0,Yes,Freelancer,No,Dutch,No,0
867,2732-ISEZX,Female,Single,Bank transfer,Study loan debt,51000.00,19350.00,66,8.6%,369.00,24353.68,2,No,Employed,Yes,Dutch,No,0
868,3313-QKNKB,Male,Single,Electronic check,Study loan debt,35000.00,9530.00,63,8.4%,187.59,11818.10,0,No,Employed,No,Dutch,No,1
869,0323-XWWTN,Male,Registered partnership,Bank transfer,Outstanding loan,72000.00,5000.00,38,9.3%,152.41,5791.55,0,No,Self-Employed,No,Dutch,No,0
870,1937-OTUKY,Female,Single,Electronic check,Renovation,67000.00,6360.00,34,8.6%,211.44,7188.95,0,Yes,Freelancer,No,Dutch,No,0
871,1573-LGXBA,Male,Married,Electronic check,,60000.00,8460.00,52,8.2%,193.85,10080.46,0,No,Self-Employed,No,Dutch,No,0
872,1764-VUUMT,Male,Single,Bank transfer,Study loan debt,86000.00,29000.00,40,9.0%,841.87,336749.81,0,No,Employed,No,Dutch,No,0
873,5073-WXOYN,Female,Married,Mailed check,Other,64000.00,18530.00,64,8.3%,359.31,22995.89,0,Yes,Self-Employed,No,Dutch,No,0
874,4713-ZBURT,Male,Divorced,Electronic check,Study loan debt,49000.00,25950.00,102,9.4%,370.39,37779.39,0,No,Self-Employed,No,Dutch,No,0
875,3050-GBUSH,Female,Married,Bank transfer,Study,78000.00,7000.00,106,9.7%,98.57,10448.62,2,No,Employed,Yes,DUTCH,No,0
876,0207-MDKNV,Female,Registered partnership,Credit card,Renovation,23000.00,25650.00,89,9.4%,401.33,35718.14,1,Yes,Employed,Yes,Dutch,No,0
877,7876-AEHIG,Female,Divorced,Mailed check,Study loan debt,57000.00,22670.00,43,9.7%,626.24,26928.23,0,No,Self-Employed,No,Dutch,No,1
878,7945-HLKEA,Female,Registered partnership,Bank transfer,Study loan debt,84000.00,39000.00,51,9.9%,939.93,47936.60,0,No,Self-Employed,No,Dutch,No,0
879,9342-VNIMQ,Male,Married,Bank transfer,Study loan debt,67000.00,11110.00,88,9.3%,174.63,15367.21,0,No,Employed,No,DUTCH,No,0
880,9851-KIELU,Male,Married,Electronic check,Study loan debt,30000.00,14690.00,30,9.3%,550.68,16520.42,0,No,Self-Employed,No,Dutch,No,1
881,3523-BRGUW,Male,Married,Bank transfer,Study,47000.00,10710.00,48,9.5%,269.07,12915.30,0,No,Employed,No,Dutch,No,0
882,3908-BLSYF,Female,Single,Electronic check,Study,71000.00,26000.00,111,9.9%,358.53,39796.76,2,No,Self-Employed,Yes,Dutch,No,1
883,3199-NPKCN,Female,Married,Bank transfer,Other,83000.00,31000.00,94,9.9%,475.32,44680.03,0,Yes,Employed,No,Dutch,Yes,0
884,5170-PTRKA,Female,Married,Bank transfer,Outstanding loan,33000.00,24490.00,87,9.7%,393.07,34197.28,2,No,Freelancer,Yes,Dutch,No,0
885,4661-NJEUX,,Married,Bank transfer,Outstanding loan,58000.00,17760.00,29,9.9%,691.10,20041.99,2,No,Freelancer,Yes,Dutch,No,0
886,2123-AGEEN,Female,Single,Electronic check,Study,63000.00,15180.00,47,8.7%,382.28,17967.32,2,No,Employed,Yes,Dutch,No,0
887,1258-YMZNM,Female,Married,Bank transfer,Outstanding loan,35000.00,21170.00,53,8.4%,479.48,25412.47,0,No,Employed,No,Dutch,No,0
888,0048-LUMLS,Male,Single,Credit card,Other,74000.00,45000.00,34,9.3%,1510.65,51361.97,0,Yes,Employed,No,Dutch,No,0
889,7549-MYGPK,Female,Married,Bank transfer,,82000.00,11000.00,118,9.3%,142.59,16825.62,0,No,Employed,No,French,No,0
890,5898-IGSLP,Male,Married,Credit card,Study,65000.00,25460.00,18,8.2%,1508.04,27144.66,3,No,Employed,Yes,Dutch,No,0
891,3804-RVTGV,Male,Single,Electronic check,Car,50000.00,29920.00,35,9.2%,977.93,34227.44,1,Yes,Employed,Yes,Dutch,No,0
892,6259-WJQLC,Male,Married,Bank transfer,Study loan debt,86000.00,39000.00,50,9.4%,945.71,47285.41,0,No,Self-Employed,No,Dutch,No,0
893,9227-LUNBG,Female,Single,Bank transfer,Study,89000.00,9000.00,76,9.8%,159.42,12115.63,0,No,Employed,No,Dutch,No,0
894,7997-EASSD,Female,Divorced,Mailed check,Outstanding loan,42000.00,18630.00,25,9.7%,826.03,20650.70,0,No,Freelancer,No,Dutch,No,0
895,0730-KOAVE,Male,Divorced,Electronic check,Outstanding loan,33000.00,12440.00,22,9.2%,616.64,13566.10,0,No,Employed,No,Dutch,No,0
896,8975-SKGRX,Male,Married,Mailed check,Outstanding loan,59000.00,6140.00,79,9.6%,105.15,8306.99,2,No,Freelancer,Yes,Dutch,No,0
897,0678-RLHVP,Female,Single,Mailed check,Study,56000.00,17890.00,49,9.4%,441.05,21611.62,0,No,Self-Employed,No,Dutch,Yes,1
898,4315-MURBD,Female,Widowed,Bank transfer,Other,63000.00,10460.00,23,8.8%,495.88,11405.13,0,Yes,Employed,No,Dutch,No,0
899,2267-FPIMA,Male,Married,Bank transfer,Study,59000.00,10670.00,44,8.4%,282.60,12434.41,0,No,Employed,No,French,No,0
900,1051-GEJLJ,Female,Widowed,Bank transfer,Outstanding loan,78000.00,8000.00,51,8.5%,187.45,9559.81,0,No,Employed,No,Dutch,No,0
901,9734-YWGEX,Female,Single,Mailed check,Outstanding loan,54000.00,11180.00,51,9.9%,269.45,13741.83,0,No,Employed,No,Dutch,No,0
902,2719-BDAQO,Male,Married,Credit card,Outstanding loan,24000.00,11300.00,57,8.8%,243.27,13866.54,0,No,Self-Employed,No,Dutch,No,0
903,5285-MVEHD,Female,Married,Electronic check,Study,83000.00,16000.00,29,8.2%,610.07,17692.09,2,No,Freelancer,Yes,Dutch,Yes,1
904,0379-DJQHR,Male,Divorced,Bank transfer,,62000.00,18560.00,39,8.3%,544.60,21239.41,0,No,Employed,No,DUTCH,No,1
905,0781-LKXBR,Male,Divorced,Bank transfer,Study,65000.00,8050.00,99,9.2%,116.33,11517.16,1,No,Self-Employed,Yes,Dutch,No,0
906,5543-QDCRY,Male,Married,Bank transfer,Study loan debt,71000.00,26000.00,17,8.5%,1628.75,27688.69,0,No,Employed,No,British,No,0
907,0297-RBCSG,Male,Married,Credit card,Study loan debt,26000.00,28450.00,19,8.6%,1606.98,30532.58,0,No,Employed,No,Dutch,No,0
908,4694-PHWFW,Female,Single,Electronic check,Study loan debt,30000.00,6820.00,72,9.7%,125.32,9022.82,0,No,Self-Employed,No,Dutch,No,1
909,0835-JKADZ,Female,Married,Electronic check,Study loan debt,81000.00,28000.00,61,9.8%,584.64,35662.87,0,No,Employed,No,Dutch,No,0
910,1907-UBQFC,Male,Single,Bank transfer,Study loan debt,34000.00,19750.00,56,8.6%,429.42,24047.30,1,No,Self-Employed,Yes,Chinese,No,0
911,7508-SMHXL,Female,Registered partnership,Bank transfer,Outstanding loan,54000.00,20720.00,100,9.8%,304.00,30399.62,2,No,Employed,Yes,Dutch,No,0
912,3865-YIOTT,Male,Registered partnership,Credit card,Other,81000.00,17000.00,110,9.9%,235.73,25930.18,0,Yes,Self-Employed,No,Dutch,No,0
913,5993-BQHEA,Male,Married,Bank transfer,Study,37000.00,16800.00,80,9.5%,284.28,22742.08,0,No,Employed,No,Belgian,No,0
914,6024-RUGGH,Male,Married,Bank transfer,Car,59000.00,28420.00,99,9.6%,416.69,41252.39,0,Yes,Employed,No,Dutch,No,0
915,6513-EECDB,Male,Single,Electronic check,Study,41000.00,28320.00,29,8.4%,1082.43,31390.33,0,No,Employed,No,Dutch,No,0
916,3956-CJUST,Female,Married,Electronic check,Other,87000.00,13000.00,93,9.3%,196.68,18291.03,0,Yes,Self-Employed,No,Dutch,No,0
917,4079-WWQQQ,Male,Registered partnership,Bank transfer,Study loan debt,86000.00,25000.00,25,8.5%,1094.68,27367.05,0,No,Freelancer,No,Dutch,No,0
918,6103-BOCOU,Female,Single,Bank transfer,Study loan debt,76000.00,47000.00,40,8.5%,1353.44,54137.49,0,No,Self-Employed,No,Dutch,No,0
919,5149-TGWDZ,Female,Married,Bank transfer,Car,73000.00,15000.00,16,8.2%,992.88,15886.08,0,Yes,Self-Employed,No,Dutch,No,0
920,7471-WNSUF,Male,Married,Credit card,Car,39000.00,18250.00,60,9.1%,379.73,22783.58,2,Yes,Employed,Yes,Dutch,No,0
921,8942-DBMHZ,Male,Divorced,Bank transfer,Study,37000.00,17330.00,79,9.3%,294.15,23238.16,0,No,Employed,No,Dutch,No,0
922,4301-VVZKA,Male,Married,Bank transfer,Renovation,38000.00,22360.00,84,9.7%,367.75,30890.64,2,Yes,Self-Employed,Yes,Dutch,No,0
923,9199-PWQVC,Female,Married,Bank transfer,Renovation,27000.00,29560.00,90,9.7%,463.54,41719.03,0,Yes,Employed,No,Dutch,No,0
924,4824-GUCBY,Female,Married,Bank transfer,Study,77000.00,12000.00,28,8.9%,476.19,13333.38,0,No,Employed,No,Dutch,No,0
925,5393-HJZSM,Female,Widowed,Bank transfer,Outstanding loan,44000.00,22580.00,110,9.5%,308.23,33904.80,0,No,Self-Employed,No,Dutch,No,0
926,7074-IEVOJ,Female,Divorced,Bank transfer,,81000.00,23000.00,86,9.3%,367.39,31595.74,0,Yes,Employed,No,Dutch,No,0
927,9625-QSTYE,Female,Registered partnership,Electronic check,,86000.00,48000.00,109,9.3%,653.85,71270.17,0,No,Self-Employed,No,British,No,0
928,0862-PRCBS,Female,Divorced,Bank transfer,Renovation,82000.00,25000.00,104,9.8%,357.67,37197.81,0,Yes,Employed,No,Dutch,No,0
929,8812-ZRHFP,Female,Single,Bank transfer,Renovation,38000.00,9250.00,98,9.6%,136.53,13380.14,0,Yes,Self-Employed,No,Dutch,No,0
930,5146-CBVOE,Female,Divorced,Bank transfer,Study loan debt,76000.00,23000.00,92,9.5%,352.94,32470.71,2,No,Employed,Yes,Dutch,No,0
931,0454-OKRCT,Male,Single,Credit card,Study,81000.00,46000.00,81,9.5%,771.48,62490.09,0,No,Self-Employed,No,INDIAN,No,0
932,5787-KXGIY,Male,Single,Electronic check,Study loan debt,77000.00,10000.00,31,9.4%,364.59,11302.18,0,No,Self-Employed,No,Dutch,No,0
933,4750-ZRXIU,Female,Married,Mailed check,Study loan debt,35000.00,28330.00,19,9.2%,1607.98,30551.71,0,No,Employed,No,Dutch,No,0
934,4198-VFOEA,Female,Married,Bank transfer,Study,73000.00,300000.00,26,9.2%,1277.07,33203.74,0,No,Employed,No,Chinese,No,0
935,6630-UJZMY,Female,Divorced,Mailed check,Study,86000.00,14000.00,93,9.5%,213.26,19833.44,0,No,Employed,No,Dutch,No,0
936,5709-LVOEQ,Female,Married,Bank transfer,Outstanding loan,81000.00,41000.00,42,8.3%,1128.19,47383.82,0,No,Self-Employed,No,Dutch,No,0
937,6400-BWQKW,Female,Married,Bank transfer,Outstanding loan,61000.00,16880.00,35,8.9%,549.36,19227.73,0,No,Employed,No,Dutch,No,0
938,2692-AQCPF,Female,Single,Bank transfer,Study loan debt,46000.00,10360.00,62,8.7%,208.05,12899.15,0,,Employed,No,Dutch,No,0
939,0347-UBKUZ,Female,Registered partnership,Bank transfer,Study,49000.00,22980.00,89,9.7%,363.12,32317.65,0,No,Employed,No,Dutch,No,0
940,0835-DUUIQ,Female,Married,Bank transfer,Study loan debt,36000.00,21770.00,55,8.6%,480.34,26418.56,0,No,Employed,No,Dutch,No,0
941,0811-GSDTP,Female,Married,Bank transfer,Renovation,59000.00,14040.00,72,9.5%,256.58,18473.52,0,Yes,Employed,No,Dutch,No,0
942,7567-ECMCM,Male,Married,Electronic check,Study,28000.00,25710.00,29,9.8%,999.27,28978.91,0,No,Employed,No,Dutch,No,0
943,6115-ZTBFQ,Female,Married,Credit card,Car,40000.00,13110.00,109,9.7%,181.40,19772.48,0,Yes,Freelancer,No,Dutch,No,0
944,6353-BRMMA,Female,Single,Electronic check,Outstanding loan,59000.00,9380.00,63,9.1%,187.83,11833.24,0,No,Employed,No,Dutch,No,0
945,6680-WKXRZ,Female,Divorced,Bank transfer,Outstanding loan,49000.00,19510.00,78,9.9%,340.17,26533.65,2,No,Employed,Yes,Dutch,No,0
946,6231-WFGFH,Male,Single,Electronic check,Study loan debt,27000.00,27290.00,49,9.2%,670.19,32839.43,1,No,Self-Employed,Yes,Dutch,No,0
947,9904-EHEVJ,Female,Widowed,Bank transfer,Study,50000.00,25960.00,112,9.5%,350.39,39244.00,0,No,Employed,No,Dutch,No,0
948,7028-DVOIQ,Male,Married,Electronic check,Study loan debt,63000.00,7010.00,64,8.6%,136.95,8764.75,0,No,Employed,No,Dutch,No,0
949,6169-PPETC,Male,Married,Credit card,Outstanding loan,59000.00,19260.00,50,9.2%,465.19,23259.61,0,No,Freelancer,No,Pakistani,No,0
950,4208-UFFGW,Male,Single,Mailed check,Study loan debt,60000.00,27400.00,92,9.2%,416.20,38290.38,1,No,Self-Employed,Yes,Dutch,No,0
951,8584-KMVXD,Female,Widowed,Mailed check,Study loan debt,37000.00,16450.00,110,9.4%,223.67,24603.16,1,No,Employed,Yes,Dutch,No,0
952,8467-WYNSR,Male,Divorced,Bank transfer,Renovation,73000.00,42000.00,113,9.5%,563.77,63705.99,0,Yes,Employed,No,British,No,0
953,0851-DFJKB,Female,Single,Electronic check,Study,81000.00,6000.00,107,9.4%,83.03,8883.86,0,No,Employed,No,Dutch,Yes,1
954,5382-SOYZL,Male,Single,Bank transfer,Outstanding loan,52000.00,8510.00,100,9.6%,123.95,12395.34,0,No,Employed,No,Dutch,No,0
955,9448-REEVD,Male,Married,Credit card,Outstanding loan,60000.00,225800.00,38,9.2%,687.22,26114.47,0,No,Self-Employed,No,Dutch,No,0
956,3261-CQXOL,Female,Single,Electronic check,Study loan debt,85000.00,24000.00,62,9.9%,496.06,30755.74,0,No,Freelancer,No,Dutch,No,0
957,8388-FYNPZ,Male,Married,Electronic check,,23000.00,24770.00,84,9.2%,401.05,33687.80,0,Yes,Employed,No,Dutch,No,0
958,4002-BQWPQ,Male,Divorced,Credit card,Study,87000.00,17000.00,63,8.5%,335.45,21133.46,0,No,Employed,No,Dutch,No,0
959,5651-YLPRD,Female,Divorced,Bank transfer,Other,54000.00,18980.00,21,9.8%,987.20,20731.24,0,Yes,Employed,No,Dutch,No,0
960,2826-DXLQO,Male,Married,Electronic check,Study,69000.00,29290.00,84,9.3%,475.72,39960.54,0,No,Employed,No,Dutch,No,0
961,4378-BZYFP,Male,,Electronic check,Outstanding loan,47000.00,14390.00,18,8.3%,853.00,15354.00,0,No,Self-Employed,No,Dutch,Yes,0
962,9489-UTFKA,Male,Single,Electronic check,Study loan debt,75000.00,16000.00,31,9.3%,582.60,18060.51,0,No,Employed,No,Belgian,No,0
963,4849-PYRLQ,Female,Registered partnership,Bank transfer,Outstanding loan,82000.00,18000.00,118,9.7%,237.26,27996.35,0,No,Employed,No,Dutch,No,0
964,9117-SHLZX,Male,Single,Credit card,Other,85000.00,24000.00,87,9.2%,379.03,32975.81,0,Yes,Employed,No,Dutch,No,0
965,9889-TMAHG,Male,Married,Bank transfer,Outstanding loan,49000.00,15590.00,102,9.2%,220.87,22528.93,2,No,Employed,Yes,Dutch,No,0
966,4541-RMRLG,Male,Widowed,Electronic check,Study loan debt,39000.00,11320.00,14,9.8%,858.97,12025.57,2,No,Freelancer,Yes,Dutch,No,0
967,7764-BDPEE,Male,Registered partnership,Bank transfer,,75000.00,19000.00,52,9.1%,443.51,23062.77,0,No,Employed,No,Dutch,Yes,1
968,3429-IFLEM,Female,Divorced,Bank transfer,Study loan debt,83000.00,36000.00,101,9.6%,520.97,52617.87,3,No,Employed,Yes,Dutch,No,0
969,3158-MOERK,Female,Married,Bank transfer,Study loan debt,78000.00,26000.00,45,8.6%,677.99,30509.71,0,No,Employed,No,Dutch,No,0
970,7294-TMAOP,Female,Married,Electronic check,Study,23000.00,18310.00,71,8.4%,328.14,23298.10,0,No,Employed,No,Dutch,No,0
971,5002-GCQFH,Male,Widowed,Bank transfer,Car,36000.00,29890.00,55,8.3%,655.22,36036.95,0,Yes,Employed,No,Dutch,No,0
972,0556-FJEGU,Male,Married,Bank transfer,Study loan debt,45000.00,14070.00,37,8.4%,432.96,16019.54,0,No,Freelancer,No,Dutch,No,0
973,8919-FYFQZ,Male,Married,Electronic check,Outstanding loan,76000.00,36000.00,54,9.2%,816.68,44100.61,0,No,Employed,No,Dutch,No,0
974,0604-THJFP,Female,Married,Bank transfer,Car,44000.00,10870.00,50,9.0%,261.51,13075.45,0,Yes,Self-Employed,No,Dutch,No,0
975,2834-JRTUA,Male,Married,Credit card,Renovation,36000.00,17830.00,74,9.9%,322.89,23894.20,0,Yes,Self-Employed,No,Dutch,No,0
976,5875-YPQFJ,Male,Divorced,Bank transfer,Study loan debt,33000.00,16330.00,40,9.9%,480.98,19239.04,0,No,Employed,No,Belgian,No,0
977,5879-SESNB,Female,Single,Mailed check,,83000.00,13000.00,36,8.8%,412.19,14838.75,0,Yes,Employed,No,Dutch,No,0
978,6646-QVXLR,Male,Married,Credit card,Outstanding loan,66000.00,7160.00,116,9.2%,93.41,10835.30,0,No,Employed,No,Thai,No,0
979,6461-PPAXN,Female,Widowed,Electronic check,Car,39000.00,20770.00,39,8.4%,610.41,23806.11,0,Yes,Self-Employed,No,German,No,0
980,3318-ISQFQ,Female,Divorced,Electronic check,Outstanding loan,74000.00,5000.00,96,9.3%,74.03,7107.02,0,No,Employed,No,Dutch,No,0
981,1106-HRLKZ,Male,Single,Credit card,Car,45000.00,19070.00,20,9.9%,1038.24,20764.90,3,Yes,Self-Employed,Yes,Dutch,No,0
982,2483-XSSMZ,Female,Widowed,Mailed check,Study loan debt,37000.00,20090.00,87,9.9%,324.53,28234.26,0,No,Self-Employed,No,Dutch,No,1
983,8603-IJWDN,Male,Divorced,Bank transfer,Car,50000.00,24130.00,69,8.4%,442.14,30507.43,0,,Employed,No,Dutch,No,0
984,8165-ZJRNM,Female,Married,Credit card,,82000.00,11000.00,69,9.2%,205.88,14205.98,3,,Employed,Yes,Dutch,No,0
985,9369-XFEHK,Female,Single,Electronic check,Study loan debt,39000.00,9350.00,32,9.1%,330.17,10565.54,1,No,Self-Employed,Yes,Dutch,No,0
986,2604-XVDAM,Female,Single,Bank transfer,Study,51000.00,24570.00,106,9.2%,339.44,35980.25,2,No,Freelancer,Yes,Dutch,No,1
987,3717-OFRTN,Male,Registered partnership,Electronic check,Study,86000.00,33000.00,48,9.0%,821.21,39417.91,0,No,Self-Employed,No,Dutch,No,0
988,9046-JBFWA,Male,Divorced,Bank transfer,Outstanding loan,23000.00,14230.00,13,9.7%,1157.55,15048.14,0,No,Freelancer,No,Dutch,No,0
989,3280-NMUVX,Male,Married,Bank transfer,Car,49000.00,9000.00,30,9.8%,339.47,10183.99,0,Yes,Employed,No,Dutch,No,0
990,1206-EHBDD,Female,Single,Bank transfer,Other,24000.00,8060.00,79,9.7%,138.44,10937.00,0,Yes,Self-Employed,No,Dutch,No,0
991,8361-LBRDI,Female,Divorced,Bank transfer,Outstanding loan,55000.00,16240.00,41,8.8%,460.06,18862.60,0,No,Employed,No,Dutch,No,1
992,4883-KCPZJ,Female,Widowed,Electronic check,Renovation,72000.00,21000.00,94,9.9%,321.99,30267.12,0,Yes,Employed,No,Dutch,No,0
993,9108-EQPNQ,Female,Married,Electronic check,Study,38000.00,10090.00,103,9.4%,143.10,14739.39,0,No,Employed,No,Russian,No,1
994,7277-KAMWT,Male,Single,Electronic check,Car,49000.00,13910.00,44,9.2%,373.65,16440.56,0,Yes,Self-Employed,No,Dutch,No,0
995,3842-IYKUE,Female,Married,Bank transfer,Outstanding loan,43000.00,9380.00,77,9.2%,161.75,12454.39,0,No,Self-Employed,No,Dutch,No,0
996,6641-XRPSU,Female,Registered partnership,Bank transfer,Outstanding loan,37000.00,28330.00,94,9.4%,426.97,40134.71,0,No,Employed,No,Dutch,Yes,0
997,1374-DMZUI,Female,Married,Bank transfer,Outstanding loan,58000.00,7480.00,72,9.9%,138.20,9950.14,0,No,Employed,No,Dutch,No,0
998,2545-LXYVJ,Male,Divorced,Electronic check,Study,55000.00,14750.00,63,9.7%,299.70,18881.39,0,No,Self-Employed,No,Dutch,No,1
999,3234-VKACU,Male,Divorced,Credit card,Study,89000.00,25000.00,78,9.2%,427.03,33308.53,0,No,Employed,No,Dutch,No,0
1000,8357-EQXFO,Female,Widowed,Bank transfer,Study loan debt,34000.00,18850.00,62,8.9%,380.38,23583.52,0,No,Employed,No,German,No,1
1001,1989-PRJHP,,Single,Electronic check,Study,65000.00,11000.00,37,8.7%,340.02,12580.85,0,No,Self-Employed,No,Dutch,No,0
1002,8120-JDCAM,Male,Divorced,Electronic check,Study loan debt,74000.00,5000.00,25,8.4%,218.71,5467.69,0,No,Freelancer,No,Dutch,No,1
1003,8917-FAEMR,Female,Divorced,Credit card,Outstanding loan,85000.00,33000.00,20,8.7%,1778.48,35569.57,0,No,Self-Employed,No,Dutch,No,0
1004,7047-YXDMZ,Male,Married,Bank transfer,Study,43000.00,18680.00,64,8.4%,363.12,23239.94,2,No,Employed,Yes,Dutch,No,0
1005,2858-EIMXH,Female,Married,Electronic check,Outstanding loan,26000.00,9520.00,18,8.4%,564.75,10165.59,0,No,Employed,No,Dutch,Yes,1
1006,9524-EGPJC,Female,Divorced,Electronic check,Car,70000.00,17000.00,104,9.6%,241.40,25105.66,0,Yes,Self-Employed,No,Dutch,No,0
1007,6993-OHLXR,Female,Registered partnership,Bank transfer,,38000.00,20960.00,23,9.5%,1000.38,23008.74,0,No,Self-Employed,No,Dutch,No,0
1008,8818-XYFCQ,Male,Married,Bank transfer,,76000.00,45000.00,116,9.5%,594.37,68947.38,0,Yes,Employed,No,Dutch,No,0
1009,6419-ZTTLE,Male,Married,Electronic check,Study loan debt,32000.00,26870.00,101,9.8%,391.70,39561.64,0,No,Self-Employed,No,Dutch,No,0
1010,0929-HYQEW,Male,Single,Bank transfer,Outstanding loan,45000.00,7990.00,114,9.5%,106.67,12160.12,0,No,Employed,No,Dutch,No,0
1011,6614-YOLAC,Female,,Bank transfer,Outstanding loan,63000.00,19670.00,86,9.9%,320.28,27543.96,0,No,Employed,No,Dutch,No,0
1012,7426-RHZGU,Male,Single,Bank transfer,Study loan debt,41000.00,25870.00,63,9.2%,519.30,32715.74,0,No,Employed,No,Dutch,No,0
1013,4065-JJAVA,Female,Registered partnership,Bank transfer,Renovation,66000.00,22810.00,107,9.2%,313.21,33513.55,2,Yes,Self-Employed,Yes,Dutch,No,0
1014,4695-VADHF,Male,Single,Bank transfer,Outstanding loan,39000.00,7550.00,83,9.7%,125.22,10393.17,0,No,Employed,No,Dutch,No,1
1015,3863-IUBJR,Male,Married,Mailed check,Car,48000.00,12470.00,89,9.9%,198.34,17652.45,0,Yes,Employed,No,Dutch,No,0
1016,7649-SIJJF,Male,Married,Electronic check,Study loan debt,83000.00,23000.00,117,9.5%,302.20,35357.93,0,No,Self-Employed,No,Dutch,No,0
1017,9361-YNQWJ,Female,Registered partnership,Bank transfer,Study loan debt,29000.00,20870.00,91,9.8%,325.91,29658.06,2,No,Self-Employed,Yes,Dutch,No,0
1018,3748-FVMZZ,Male,Married,Mailed check,Study,64000.00,12220.00,59,9.7%,261.24,15413.11,0,No,Self-Employed,No,Dutch,No,0
1019,9391-TTOYH,Female,Divorced,Bank transfer,Study loan debt,57000.00,26470.00,60,9.0%,549.47,32968.42,0,No,Self-Employed,No,Dutch,No,0
1020,1452-XRSJV,Female,Married,Electronic check,Outstanding loan,23000.00,6410.00,36,8.7%,202.94,7305.93,0,No,Self-Employed,No,Dutch,No,0
1021,3422-WJOYD,Male,Single,Bank transfer,Study loan debt,70000.00,16000.00,107,9.8%,224.83,24057.32,0,No,Freelancer,No,Dutch,No,1
1022,8242-SOQUO,Female,Single,Bank transfer,Study loan debt,60000.00,26620.00,32,9.1%,940.02,30080.71,0,No,Self-Employed,No,Dutch,No,1
1023,7460-ITWWP,Female,Divorced,Electronic check,Study loan debt,62000.00,9690.00,110,9.6%,132.79,14607.32,0,No,Employed,No,Dutch,Yes,1
1024,7147-AYBAA,Male,Registered partnership,Bank transfer,Outstanding loan,28000.00,10130.00,62,8.4%,201.96,12521.58,2,No,Freelancer,Yes,Dutch,No,0
1025,7868-TMWMZ,Female,Registered partnership,Electronic check,Study loan debt,86000.00,12000.00,68,9.4%,228.30,15524.25,0,No,Employed,No,Dutch,No,0
1026,4822-RVYBB,Male,Single,Electronic check,Study loan debt,30000.00,8010.00,21,9.5%,415.52,8725.86,0,No,Freelancer,No,Dutch,No,0
1027,6732-FZUGP,Female,Registered partnership,Bank transfer,Other,60000.00,29750.00,68,8.8%,557.18,37888.35,0,Yes,Self-Employed,No,Morocan,No,0
